10000,0.054058
10500,0.030661
11000,0.041138
11500,0.033595
12000,0.082274
12500,0.030242
13000,0.037436
13500,0.031639
14000,0.033105
14500,0.027867
15000,0.029753
15500,0.03073
16000,0.030311
16500,0.032616
17000,0.030311
17500,0.027867
18000,0.028495
18500,0.034503
19000,0.029893
19500,0.033524
20000,0.027867
20500,0.046794
21000,0.041626
21500,0.717772
22000,0.031708
22500,0.034502
23000,0.032197
23500,0.032616
24000,0.029404
24500,0.03548
25000,0.0308
25500,0.03548
26000,0.030731
26500,0.031149
27000,0.036388
27500,0.033594
28000,0.031289
28500,0.027937
29000,0.039252
29500,0.032058
30000,0.042534
30500,0.036458
31000,0.047772
31500,0.040719
32000,0.036388
32500,0.954886
33000,0.048191
33500,0.035061
34000,0.038762
34500,0.035061
35000,0.038414
35500,0.03974
36000,0.03548
36500,0.034013
37000,0.036458
37500,0.033105
38000,0.033106
38500,0.038832
39000,0.033594
39500,0.506289
40000,0.038832
40500,0.037924
41000,0.054826
41500,0.03974
42000,0.038344
42500,0.050636
43000,0.034083
43500,0.034991
44000,0.034642
44500,0.055315
45000,0.036039
45500,0.04868
46000,0.049239
46500,0.043093
47000,0.03548
47500,0.057201
48000,0.07522
48500,0.040718
49000,0.042115
49500,0.039741
50000,0.039182
