1000,111.013031
1500,13.074374
2000,2.662256
2500,4.200467
3000,19.822067
3500,4.938423
4000,5.587679
4500,6.926559
5000,8.144402
5500,7.079444
6000,6.77521
6500,9.865671
7000,16.092897
7500,5.767872
8000,39.058505
8500,14.906343
9000,30.436659
9500,32.794261
10000,13.42205
10500,10.643926
11000,15.011387
11500,49.74685
12000,45.440083
12500,36.701391
13000,15.830359
13500,15.639689
14000,12.019752
14500,10.641062
15000,37.096489
15500,22.655158
16000,45.388469
16500,43.120754
17000,17.318283
17500,15.309474
18000,14.510336
18500,35.79239
19000,31.845242
19500,42.375534
20000,19.748313
