10000,1.061257
10500,0.038273
11000,0.033524
11500,0.035969
12000,0.024585
12500,0.033106
13000,0.052102
13500,0.051963
14000,0.022699
14500,0.029264
15000,0.025981
15500,0.025074
16000,0.031778
16500,0.024165
17000,0.029683
17500,0.034503
18000,0.039251
18500,0.043093
19000,0.077107
19500,0.025074
20000,0.031289
20500,0.034013
21000,0.040648
21500,0.038343
22000,0.03087
22500,0.03541
23000,0.036388
23500,0.032616
24000,0.031708
24500,0.038832
25000,0.03548
25500,0.032617
26000,0.034083
26500,0.036388
27000,0.038762
27500,0.038762
28000,0.034572
28500,0.03548
29000,0.037366
29500,0.04023
30000,0.039251
30500,0.033106
31000,0.049658
31500,0.03981
32000,0.047213
32500,0.036876
33000,0.041207
33500,0.037785
34000,0.029753
34500,0.034083
35000,0.043093
35500,0.042185
36000,0.03974
36500,0.034083
37000,0.030241
37500,0.030731
38000,0.028914
38500,0.03122
39000,0.033594
39500,0.036807
40000,0.045397
40500,0.054826
41000,0.030731
41500,0.03981
42000,0.033105
42500,0.029823
43000,0.041137
43500,0.03066
44000,0.042534
44500,0.042045
45000,0.03967
45500,0.041138
46000,0.07522
46500,0.035899
47000,0.032127
47500,0.043093
48000,0.035969
48500,0.037365
49000,0.038762
49500,0.048262
50000,0.037854
