10000,1.094892
10500,0.032198
11000,0.04065
11500,0.023677
12000,0.038275
12500,0.098482
13000,0.053501
13500,0.06775
14000,0.047355
14500,0.046796
15000,0.033596
15500,0.042117
16000,0.034503
16500,0.031709
17000,0.030313
17500,0.041139
18000,0.041697
18500,0.030732
19000,0.034573
19500,0.047844
20000,0.034015
20500,0.043024
21000,0.04484
21500,0.036809
22000,0.043094
22500,0.037926
23000,0.037018
23500,0.039741
24000,0.042117
24500,0.122089
25000,0.032198
25500,0.04023
26000,0.04498
26500,0.038834
27000,0.034574
27500,0.077109
28000,0.029824
28500,0.042117
29000,0.037856
29500,0.050149
30000,0.038275
30500,0.03597
31000,0.036808
31500,1.094891
32000,0.040231
32500,0.035481
33000,0.035481
33500,0.042046
34000,0.033176
34500,0.042117
35000,0.038275
35500,0.036809
36000,0.032687
36500,0.038834
37000,0.045329
37500,0.045329
38000,0.038834
38500,0.041139
39000,0.042117
39500,0.046796
40000,2.448978
40500,0.033106
41000,0.036389
41500,0.047355
42000,0.042606
42500,0.042117
43000,0.520485
43500,0.029405
44000,0.041628
44500,0.031709
45000,0.032199
45500,0.041209
46000,0.099809
46500,0.028776
47000,0.030173
47500,0.029754
48000,0.070544
48500,0.038764
49000,0.056295
49500,0.032059
50000,0.036389
